"Population"	"Units"	"Date"	"Sex"	"Ethnic Grou"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 15"	"number"	69	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 16 to 17"	"number"	139	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 18 to 19"	"number"	219	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 20 to 24"	"number"	637	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 25 to 29"	"number"	943	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 30 to 34"	"number"	1074	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 35 to 39"	"number"	865	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 40 to 44"	"number"	634	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 45 to 49"	"number"	357	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 50 to 54"	"number"	235	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 55 to 59"	"number"	135	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 60 to 64"	"number"	73	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 65 to 69"	"number"	36	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 70 to 74"	"number"	51	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 75 to 79"	"number"	33	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 80 to 84"	"number"	18	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North East"	"Age 85 and over"	"number"	8	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 0 to 4"	"number"	5066	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 5 to 7"	"number"	2641	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 8 to 9"	"number"	1393	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 10 to 14"	"number"	3563	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 15"	"number"	755	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 16 to 17"	"number"	1404	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 18 to 19"	"number"	1530	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 20 to 24"	"number"	3821	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 25 to 29"	"number"	4415	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 30 to 34"	"number"	5096	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 35 to 39"	"number"	4587	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 40 to 44"	"number"	4792	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 45 to 49"	"number"	3640	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 50 to 54"	"number"	2547	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 55 to 59"	"number"	1267	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 60 to 64"	"number"	802	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 65 to 69"	"number"	623	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 70 to 74"	"number"	825	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 75 to 79"	"number"	661	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 80 to 84"	"number"	403	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"North West"	"Age 85 and over"	"number"	247	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 0 to 4"	"number"	3673	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 5 to 7"	"number"	1933	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 8 to 9"	"number"	1045	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 10 to 14"	"number"	2515	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 15"	"number"	535	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 16 to 17"	"number"	1089	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 18 to 19"	"number"	1387	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 20 to 24"	"number"	3621	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	3506	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	4312	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	4155	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	4016	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	3613	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	2120	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	1066	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	543	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 65 to 69"	"number"	599	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 70 to 74"	"number"	742	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 75 to 79"	"number"	637	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 80 to 84"	"number"	348	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"Yorkshire and The Humber"	"Age 85 and over"	"number"	156	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 0 to 4"	"number"	3723	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 5 to 7"	"number"	2004	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 8 to 9"	"number"	1087	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 10 to 14"	"number"	2931	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 15"	"number"	635	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 16 to 17"	"number"	1180	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 18 to 19"	"number"	1481	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 20 to 24"	"number"	3209	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 25 to 29"	"number"	3004	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 30 to 34"	"number"	3601	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 35 to 39"	"number"	3632	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 40 to 44"	"number"	3728	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 45 to 49"	"number"	3789	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 50 to 54"	"number"	2365	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 55 to 59"	"number"	1242	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 60 to 64"	"number"	612	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 65 to 69"	"number"	569	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 70 to 74"	"number"	803	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 75 to 79"	"number"	642	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 80 to 84"	"number"	349	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East Midlands"	"Age 85 and over"	"number"	192	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 0 to 4"	"number"	8161	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 5 to 7"	"number"	4841	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 8 to 9"	"number"	2794	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 10 to 14"	"number"	6768	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 15"	"number"	1369	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 16 to 17"	"number"	2821	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 18 to 19"	"number"	2918	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 20 to 24"	"number"	6534	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 25 to 29"	"number"	6549	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 30 to 34"	"number"	6848	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 35 to 39"	"number"	6825	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 40 to 44"	"number"	7990	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 45 to 49"	"number"	8291	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 50 to 54"	"number"	5092	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 55 to 59"	"number"	2700	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 60 to 64"	"number"	1310	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 65 to 69"	"number"	1387	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 70 to 74"	"number"	2094	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 75 to 79"	"number"	1849	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 80 to 84"	"number"	1099	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"West Midlands"	"Age 85 and over"	"number"	585	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 0 to 4"	"number"	5385	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 5 to 7"	"number"	2954	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 8 to 9"	"number"	1655	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 10 to 14"	"number"	4191	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 15"	"number"	862	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 16 to 17"	"number"	1837	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 18 to 19"	"number"	1819	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 20 to 24"	"number"	4292	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 25 to 29"	"number"	4405	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 30 to 34"	"number"	5213	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 35 to 39"	"number"	5743	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 40 to 44"	"number"	6111	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 45 to 49"	"number"	5734	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 50 to 54"	"number"	3318	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 55 to 59"	"number"	1745	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 60 to 64"	"number"	886	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 65 to 69"	"number"	757	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 70 to 74"	"number"	795	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 75 to 79"	"number"	632	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 80 to 84"	"number"	271	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"East"	"Age 85 and over"	"number"	136	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 0 to 4"	"number"	53103	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 5 to 7"	"number"	29991	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 8 to 9"	"number"	18404	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 10 to 14"	"number"	45812	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 15"	"number"	9407	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 16 to 17"	"number"	17787	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 18 to 19"	"number"	15487	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 20 to 24"	"number"	37747	""
"All usual residents"	"Persons"	"2011"	"Males"	"Black/African/Caribbean/Black British: Total"	"London"	"Age 25 to 29"	"number"	37831	""
