"Population"	"Units"	"Date"	"Sex"	"Highest Level of Qualificatio"	"region"	"Age"	"value type"	"value"	"flag"
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 3 qualifications"	"Wales"	"Age 55 to 59"	"number"	9320	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 3 qualifications"	"Wales"	"Age 60 to 64"	"number"	8570	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 3 qualifications"	"Wales"	"Age 65 and over"	"number"	13145	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 16 to 18"	"number"	574	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 19 to 24"	"number"	17247	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 25 to 29"	"number"	25193	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 30 to 34"	"number"	24061	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 35 to 39"	"number"	23602	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 40 to 44"	"number"	23610	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 45 to 49"	"number"	23877	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 50 to 54"	"number"	21842	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 55 to 59"	"number"	19275	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 60 to 64"	"number"	18644	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North East"	"Age 65 and over"	"number"	33362	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 16 to 18"	"number"	1546	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 19 to 24"	"number"	47359	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 25 to 29"	"number"	75923	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 30 to 34"	"number"	74408	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 35 to 39"	"number"	73258	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 40 to 44"	"number"	72884	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 45 to 49"	"number"	71290	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 50 to 54"	"number"	62136	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 55 to 59"	"number"	54328	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 60 to 64"	"number"	54278	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"North West"	"Age 65 and over"	"number"	98238	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 16 to 18"	"number"	1075	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 19 to 24"	"number"	34251	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 25 to 29"	"number"	53024	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 30 to 34"	"number"	52684	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 35 to 39"	"number"	52390	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 40 to 44"	"number"	51415	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 45 to 49"	"number"	50046	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 50 to 54"	"number"	44177	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 55 to 59"	"number"	39927	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 60 to 64"	"number"	39872	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Yorkshire and The Humber"	"Age 65 and over"	"number"	68710	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 16 to 18"	"number"	862	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 19 to 24"	"number"	27680	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 25 to 29"	"number"	41848	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 30 to 34"	"number"	43751	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 35 to 39"	"number"	46630	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 40 to 44"	"number"	47616	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 45 to 49"	"number"	47596	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 50 to 54"	"number"	40547	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 55 to 59"	"number"	36415	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 60 to 64"	"number"	36459	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East Midlands"	"Age 65 and over"	"number"	63714	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 16 to 18"	"number"	1270	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 19 to 24"	"number"	36220	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 25 to 29"	"number"	55924	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 30 to 34"	"number"	55058	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 35 to 39"	"number"	56756	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 40 to 44"	"number"	55096	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 45 to 49"	"number"	53637	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 50 to 54"	"number"	45746	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 55 to 59"	"number"	41522	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 60 to 64"	"number"	40664	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"West Midlands"	"Age 65 and over"	"number"	76573	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 16 to 18"	"number"	1142	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 19 to 24"	"number"	34884	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 25 to 29"	"number"	57300	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 30 to 34"	"number"	64022	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 35 to 39"	"number"	69069	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 40 to 44"	"number"	66669	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 45 to 49"	"number"	65979	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 50 to 54"	"number"	57563	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 55 to 59"	"number"	50176	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 60 to 64"	"number"	50335	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"East"	"Age 65 and over"	"number"	96117	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 16 to 18"	"number"	2476	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 19 to 24"	"number"	103985	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 25 to 29"	"number"	225761	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 30 to 34"	"number"	219314	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 35 to 39"	"number"	166329	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 40 to 44"	"number"	125862	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 45 to 49"	"number"	102075	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 50 to 54"	"number"	80092	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 55 to 59"	"number"	62724	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 60 to 64"	"number"	54633	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"London"	"Age 65 and over"	"number"	95262	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 16 to 18"	"number"	1775	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 19 to 24"	"number"	56683	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 25 to 29"	"number"	94526	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 30 to 34"	"number"	107296	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 35 to 39"	"number"	119553	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 40 to 44"	"number"	117885	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 45 to 49"	"number"	115369	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 50 to 54"	"number"	100788	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 55 to 59"	"number"	86700	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 60 to 64"	"number"	85708	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South East"	"Age 65 and over"	"number"	172280	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 16 to 18"	"number"	918	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 19 to 24"	"number"	30579	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 25 to 29"	"number"	50344	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 30 to 34"	"number"	54542	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 35 to 39"	"number"	58212	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 40 to 44"	"number"	61078	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 45 to 49"	"number"	61931	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 50 to 54"	"number"	55164	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 55 to 59"	"number"	50883	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 60 to 64"	"number"	53847	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"South West"	"Age 65 and over"	"number"	112721	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 16 to 18"	"number"	763	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 19 to 24"	"number"	19561	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 25 to 29"	"number"	28590	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 30 to 34"	"number"	28732	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 35 to 39"	"number"	29521	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 40 to 44"	"number"	30206	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 45 to 49"	"number"	29460	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 50 to 54"	"number"	26577	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 55 to 59"	"number"	24915	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 60 to 64"	"number"	25812	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Level 4 qualifications and above"	"Wales"	"Age 65 and over"	"number"	49823	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 16 to 18"	"number"	588	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 19 to 24"	"number"	3637	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 25 to 29"	"number"	2966	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 30 to 34"	"number"	3152	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 35 to 39"	"number"	3491	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 40 to 44"	"number"	3635	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 45 to 49"	"number"	3834	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 50 to 54"	"number"	4120	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 55 to 59"	"number"	4386	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 60 to 64"	"number"	5226	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North East"	"Age 65 and over"	"number"	11579	""
"All usual residents aged 16 and over"	"Persons"	"2011"	"Males"	"Other qualifications"	"North West"	"Age 16 to 18"	"number"	1604	""
